Order_ID,Order_Date,Customer_ID,City,Order_Value,Category_Count,Row_Count,Category
ORD100373,2025-06-04,CUST9022,Mumbai,91224.84,1,1,Grocery
ORD100374,2025-01-18,CUST4041,Bengaluru,157813.84,1,1,Electronics
ORD100376,2025-02-28,CUST9776,Delhi,34541.88,1,1,Grocery
ORD100377,2025-10-25,CUST9292,Bengaluru,128637.6,1,1,Fashion
ORD100378,2025-09-29,CUST3607,Patna,105764.6,1,1,Education
ORD100379,2025-04-28,CUST1032,Pune,146990.9,1,1,Electronics
ORD100380,2025-04-04,CUST6531,Kolkata,78327.66,1,1,Grocery
ORD100381,2025-06-07,CUST4482,Pune,421025.22,1,1,Electronics
ORD100382,2025-10-16,CUST4655,Kolkata,239811.81,1,1,Fashion
ORD100383,2025-08-25,CUST3365,Delhi,119390.88,1,1,Electronics
ORD100384,2025-10-15,CUST1481,Patna,78764.8,1,1,Furniture
ORD100385,2025-11-24,CUST2242,Delhi,349767.9,1,1,Electronics
ORD100386,2025-06-30,CUST8164,Delhi,309378.72,1,1,Furniture
ORD100387,2025-06-17,CUST9469,Kolkata,48695.59,1,1,Fashion
ORD100388,2025-10-04,CUST3129,Hyderabad,376842.87,1,1,Education
ORD100389,2025-08-30,CUST6180,Patna,157078.86,1,1,Electronics
ORD100390,2025-03-23,CUST2671,Delhi,23398.57,1,1,Fashion
ORD100391,2025-03-30,CUST6111,Kolkata,122982.8,1,1,Electronics
ORD100392,2025-08-11,CUST9927,Bengaluru,35804.49,1,1,Fashion
ORD100393,2025-09-09,CUST3393,Hyderabad,108717.45,1,1,Electronics
ORD100394,2025-11-22,CUST5569,Pune,105715.35,1,1,Fashion
ORD100395,2025-04-01,CUST5128,Bengaluru,242216.48,1,1,Grocery
ORD100396,2025-10-26,CUST8053,Mumbai,165058.24,1,1,Electronics
ORD100397,2025-02-12,CUST3345,Gaya,58809.5,1,1,Education
ORD100398,2025-03-07,CUST6600,Bengaluru,439266.33,1,1,Electronics
ORD100399,2025-06-14,CUST5615,Bengaluru,7583.96,1,1,Grocery
ORD100400,2025-04-20,CUST5102,Hyderabad,78808.86,1,1,Education
ORD100401,2025-01-13,CUST6037,Patna,3586.58,1,1,Electronics
ORD100402,2025-04-05,CUST2137,Mumbai,91115.3,1,1,Fashion
ORD100403,2025-02-22,CUST4625,Gaya,306956.37,1,1,Education
ORD100404,2025-01-10,CUST4414,Delhi,15617.29,1,1,Education
ORD100405,2025-04-05,CUST5778,Patna,72124.72,1,1,Fashion
ORD100406,2025-03-21,CUST1528,Patna,48389.92,1,1,Electronics
ORD100407,2025-06-29,CUST5430,Mumbai,138761.82,1,1,Fashion
ORD100408,2025-02-28,CUST8759,Hyderabad,22534.47,1,1,Furniture
ORD100409,2025-01-23,CUST9421,Bengaluru,115016.4,1,1,Fashion
ORD100410,2025-07-07,CUST3440,Pune,33098.3,1,1,Electronics
ORD100411,2025-07-11,CUST6631,Kolkata,28924.68,1,1,Education
ORD100412,2025-12-16,CUST9089,Patna,144413.9,1,1,Education
ORD100413,2025-12-03,CUST4703,Patna,158544.6,1,1,Electronics
ORD100414,2025-07-18,CUST4598,Patna,66336.0,1,1,Fashion
ORD100415,2025-01-16,CUST3277,Gaya,190335.12,1,1,Electronics
ORD100416,2025-06-30,CUST5932,Gaya,74970.27,1,1,Grocery
ORD100417,2025-03-25,CUST7628,Bengaluru,160299.54,1,1,Furniture
ORD100418,2025-06-04,CUST9942,Kolkata,230511.44,1,1,Electronics
ORD100419,2025-08-21,CUST6436,Bengaluru,4418.86,1,1,Fashion
ORD100420,2025-05-12,CUST2231,Delhi,1144.78,1,1,Electronics
ORD100421,2025-10-04,CUST2956,Patna,132611.45,1,1,Furniture
ORD100422,2025-12-23,CUST1764,Hyderabad,51751.06,1,1,Electronics
ORD100423,2025-04-03,CUST9649,Gaya,334585.35,1,1,Electronics
ORD100424,2025-10-03,CUST6655,Pune,3156.7,1,1,Electronics
ORD100425,2025-02-28,CUST4284,Patna,30640.69,1,1,Electronics
ORD100426,2025-06-21,CUST4269,Gaya,187463.04,1,1,Electronics
ORD100427,2025-05-31,CUST1253,Gaya,87892.59,1,1,Electronics
ORD100428,2025-02-14,CUST9754,Delhi,203569.62,1,1,Furniture
ORD100429,2025-08-08,CUST2697,Hyderabad,83144.7,1,1,Education
ORD100430,2025-10-24,CUST9209,Mumbai,268238.34,1,1,Electronics
ORD100431,2025-07-21,CUST4215,Delhi,110511.99,1,1,Fashion
ORD100432,2025-02-04,CUST2935,Delhi,30364.5,1,1,Electronics
ORD100433,2025-05-11,CUST9381,Kolkata,84855.86,1,1,Electronics
ORD100434,2025-06-10,CUST4982,Delhi,439972.2,1,1,Electronics
ORD100435,2025-01-05,CUST4849,Patna,28812.06,1,1,Grocery
ORD100436,2025-05-28,CUST3418,Gaya,1229.02,1,1,Electronics
ORD100437,2025-08-01,CUST3459,Pune,88586.31,1,1,Electronics
ORD100438,2025-11-29,CUST7937,Mumbai,223776.99,1,1,Furniture
ORD100439,2025-12-13,CUST8269,Bengaluru,93549.04,1,1,Education
ORD100440,2025-05-26,CUST9209,Gaya,11976.34,1,1,Fashion
ORD100441,2025-01-22,CUST9619,Pune,3839.04,1,1,Electronics
ORD100442,2025-08-30,CUST6887,Delhi,15733.65,1,1,Furniture
ORD100443,2025-07-24,CUST8515,Mumbai,236398.82,1,1,Furniture
ORD100444,2025-10-01,CUST9942,Delhi,85028.43,1,1,Electronics
ORD100445,2025-06-16,CUST1256,Kolkata,242289.7,1,1,Electronics
ORD100446,2025-02-23,CUST1841,Kolkata,82193.5,1,1,Education
ORD100447,2025-02-28,CUST2777,Gaya,174736.89,1,1,Electronics
ORD100448,2025-02-08,CUST2031,Gaya,34616.52,1,1,Fashion
ORD100449,2025-02-02,CUST9219,Gaya,131685.75,1,1,Electronics
ORD100451,2025-02-28,CUST3773,Patna,244608.0,1,1,Furniture
ORD100452,2025-01-22,CUST5766,Gaya,226028.39,1,1,Fashion
ORD100453,2025-08-30,CUST1189,Pune,36307.74,1,1,Fashion
ORD100454,2025-09-15,CUST4756,Delhi,5815.69,1,1,Electronics
ORD100455,2025-08-10,CUST9125,Mumbai,47927.36,1,1,Furniture
ORD100456,2025-04-16,CUST6806,Pune,246529.68,1,1,Electronics
ORD100457,2025-02-17,CUST9543,Bengaluru,91618.18,1,1,Furniture
ORD100458,2025-03-20,CUST6136,Hyderabad,71273.3,1,1,Furniture
ORD100459,2025-04-28,CUST9131,Delhi,372913.47,1,1,Education
ORD100460,2025-04-17,CUST4317,Delhi,144969.64,1,1,Education
ORD100461,2025-07-11,CUST5702,Pune,139084.8,1,1,Education
ORD100462,2025-03-22,CUST9379,Kolkata,9009.36,1,1,Electronics
ORD100463,2025-04-25,CUST7664,Delhi,216126.48,1,1,Fashion
ORD100464,2025-09-17,CUST1710,Hyderabad,440456.6,1,1,Education
ORD100465,2025-07-30,CUST2680,Patna,124790.55,1,1,Education
ORD100466,2025-08-25,CUST6783,Kolkata,189183.33,1,1,Education
ORD100467,2025-05-27,CUST8039,Kolkata,170899.98,1,1,Education
ORD100468,2025-12-23,CUST7564,Patna,176483.04,1,1,Education
ORD100469,2025-04-15,CUST8899,Delhi,153670.14,1,1,Electronics
ORD100470,2025-05-05,CUST1453,Gaya,42816.6,1,1,Fashion
ORD100471,2025-11-18,CUST5363,Delhi,135856.56,1,1,Grocery
ORD100472,2025-03-19,CUST8325,Bengaluru,324318.12,1,1,Furniture
ORD100473,2025-02-23,CUST7374,Mumbai,275300.2,1,1,Grocery
ORD100474,2025-12-08,CUST3741,Mumbai,48583.48,1,1,Electronics
ORD100475,2025-07-24,CUST4758,Pune,66288.95,1,1,Electronics
ORD100476,2025-08-22,CUST1940,Gaya,163606.7,1,1,Fashion
ORD100477,2025-05-27,CUST3024,Patna,242884.38,1,1,Electronics
ORD100478,2025-10-09,CUST7981,Mumbai,1495.14,1,1,Furniture
ORD100479,2025-08-22,CUST9259,Hyderabad,70840.92,1,1,Electronics
ORD100481,2025-08-26,CUST4966,Bengaluru,8286.54,1,1,Furniture
ORD100482,2025-01-07,CUST2632,Kolkata,67601.66,1,1,Electronics
ORD100483,2025-02-16,CUST3723,Kolkata,16453.6,1,1,Electronics
ORD100484,2025-06-24,CUST8322,Hyderabad,242974.8,1,1,Furniture
ORD100485,2025-12-25,CUST9464,Gaya,45338.4,1,1,Education
ORD100486,2025-11-15,CUST4264,Patna,278427.28,1,1,Electronics
ORD100487,2025-08-24,CUST8691,Patna,82110.87,1,1,Fashion
ORD100488,2025-02-22,CUST7117,Gaya,39406.86,1,1,Furniture
ORD100489,2025-08-24,CUST4167,Kolkata,249899.04,1,1,Electronics
ORD100490,2025-04-16,CUST6969,Hyderabad,167677.65,1,1,Grocery
ORD100491,2025-04-18,CUST9486,Hyderabad,432103.32,1,1,Fashion
ORD100492,2025-03-21,CUST2708,Delhi,189759.6,1,1,Education
ORD100493,2025-12-28,CUST1833,Gaya,111006.18,1,1,Education
ORD100494,2025-05-29,CUST8425,Delhi,100147.38,1,1,Electronics
ORD100495,2025-07-28,CUST3911,Gaya,81607.25,1,1,Fashion
ORD100496,2025-05-29,CUST2812,Gaya,767.61,1,1,Furniture
ORD100497,2025-04-07,CUST8000,Kolkata,150898.88,1,1,Grocery
ORD100498,2025-12-31,CUST6862,Patna,95386.66,1,1,Furniture
ORD100499,2025-08-24,CUST1616,Delhi,99704.97,1,1,Electronics
ORD100500,2025-06-26,CUST2835,Kolkata,65413.26,1,1,Furniture
ORD100501,2025-06-18,CUST7494,Mumbai,107028.9,1,1,Electronics
ORD100502,2025-12-07,CUST8789,Delhi,26647.6,1,1,Education
ORD100503,2025-04-30,CUST4457,Hyderabad,110260.04,1,1,Electronics
ORD100504,2025-07-15,CUST6258,Pune,40225.63,1,1,Electronics
ORD100505,2025-09-06,CUST9324,Hyderabad,12494.97,1,1,Furniture
ORD100506,2025-06-02,CUST2027,Gaya,121322.16,1,1,Grocery
ORD100507,2025-11-06,CUST9966,Kolkata,253864.0,1,1,Electronics
ORD100508,2025-03-08,CUST3747,Mumbai,23973.18,1,1,Electronics
ORD100509,2025-08-25,CUST9303,Kolkata,376981.83,1,1,Electronics
ORD100510,2025-04-21,CUST9282,Mumbai,70625.7,1,1,Electronics
ORD100511,2025-10-22,CUST1565,Delhi,80289.8,1,1,Education
ORD100512,2025-10-29,CUST6704,Mumbai,348147.24,1,1,Furniture
ORD100513,2025-10-24,CUST8023,Mumbai,101845.28,1,1,Fashion
ORD100514,2025-08-09,CUST6860,Bengaluru,30210.72,1,1,Electronics
ORD100515,2025-02-12,CUST2661,Delhi,252904.44,1,1,Electronics
ORD100516,2025-05-12,CUST1316,Delhi,16249.69,1,1,Electronics
ORD100517,2025-05-09,CUST7283,Mumbai,98418.06,1,1,Fashion
ORD100518,2025-12-16,CUST3089,Kolkata,139534.08,1,1,Electronics
ORD100519,2025-12-19,CUST8947,Patna,146639.61,1,1,Grocery
ORD100520,2025-11-09,CUST9042,Hyderabad,64916.12,1,1,Furniture
ORD100521,2025-10-23,CUST8907,Hyderabad,288940.95,1,1,Grocery
ORD100522,2025-04-24,CUST6260,Gaya,105954.6,1,1,Electronics
ORD100523,2025-07-05,CUST9055,Gaya,47870.04,1,1,Electronics
ORD100524,2025-02-10,CUST3778,Bengaluru,47848.0,1,1,Fashion
ORD100526,2025-02-14,CUST6706,Mumbai,45333.96,1,1,Electronics
ORD100527,2025-03-27,CUST8200,Patna,97801.84,1,1,Electronics
ORD100528,2025-07-29,CUST5010,Pune,124324.34,1,1,Grocery
ORD100529,2025-09-08,CUST5233,Mumbai,48906.12,1,1,Education
ORD100530,2025-12-18,CUST4089,Gaya,112630.77,1,1,Fashion
ORD100531,2025-05-15,CUST7568,Gaya,40250.63,1,1,Grocery
ORD100532,2025-09-20,CUST3835,Delhi,144095.7,1,1,Education
ORD100533,2025-06-08,CUST1124,Patna,362370.56,1,1,Grocery
ORD100534,2025-07-16,CUST8700,Mumbai,125182.65,1,1,Electronics
ORD100535,2025-04-05,CUST2742,Delhi,107330.05,1,1,Grocery
ORD100536,2025-12-14,CUST6394,Bengaluru,57013.62,1,1,Grocery
ORD100537,2025-01-30,CUST9469,Mumbai,184192.74,1,1,Furniture
ORD100538,2025-08-09,CUST5133,Pune,19382.82,1,1,Electronics
ORD100539,2025-10-17,CUST5535,Gaya,81639.9,1,1,Grocery
ORD100540,2025-06-12,CUST1419,Mumbai,54878.34,1,1,Grocery
ORD100541,2025-11-17,CUST3972,Gaya,240883.83,1,1,Grocery
ORD100542,2025-09-16,CUST2515,Patna,48215.86,1,1,Fashion
ORD100543,2025-06-30,CUST2394,Patna,299334.78,1,1,Grocery
ORD100544,2025-11-21,CUST7033,Gaya,156203.52,1,1,Electronics
ORD100545,2025-02-19,CUST7824,Pune,14634.25,1,1,Grocery
ORD100546,2025-02-24,CUST2039,Mumbai,231048.23,1,1,Electronics
ORD100547,2025-12-25,CUST4569,Patna,419975.28,1,1,Electronics
ORD100548,2025-12-10,CUST7568,Pune,32636.43,1,1,Fashion
ORD100549,2025-05-31,CUST1780,Hyderabad,105473.12,1,1,Education
ORD100550,2025-03-27,CUST5244,Pune,207547.7,1,1,Grocery
ORD100551,2025-09-26,CUST7188,Bengaluru,54089.48,1,1,Electronics
ORD100552,2025-06-08,CUST7042,Kolkata,70227.96,1,1,Education
ORD100553,2025-12-25,CUST4646,Bengaluru,190160.1,1,1,Grocery
ORD100554,2025-07-03,CUST3623,Mumbai,338531.22,1,1,Electronics
ORD100555,2025-01-28,CUST1399,Gaya,74022.24,1,1,Education
ORD100556,2025-12-09,CUST2515,Hyderabad,126104.76,1,1,Electronics
ORD100557,2025-03-05,CUST7285,Hyderabad,9639.44,1,1,Education
ORD100558,2025-10-02,CUST1401,Delhi,254734.06,1,1,Grocery
ORD100559,2025-05-09,CUST9458,Delhi,34604.6,1,1,Electronics
ORD100560,2025-10-22,CUST9612,Kolkata,66134.2,1,1,Electronics
ORD100561,2025-01-11,CUST2520,Kolkata,141401.85,1,1,Electronics
ORD100562,2025-09-07,CUST3001,Delhi,6150.86,1,1,Education
ORD100563,2025-12-29,CUST7491,Bengaluru,107697.64,1,1,Grocery
ORD100564,2025-03-16,CUST3473,Hyderabad,18903.96,1,1,Education
ORD100565,2025-10-12,CUST6748,Patna,396906.8,1,1,Education
ORD100566,2025-10-23,CUST4722,Bengaluru,217967.64,1,1,Furniture
ORD100567,2025-01-20,CUST5431,Mumbai,215478.9,1,1,Electronics
ORD100568,2025-04-13,CUST3316,Patna,261998.08,1,1,Education
ORD100569,2025-03-17,CUST9510,Kolkata,432513.0,1,1,Furniture
ORD100570,2025-03-08,CUST9273,Hyderabad,143245.35,1,1,Furniture
ORD100571,2025-12-22,CUST5206,Patna,65107.76,1,1,Education
ORD100572,2025-05-10,CUST3820,Delhi,100104.3,1,1,Grocery
ORD100573,2025-01-09,CUST5791,Patna,78010.54,1,1,Fashion
ORD100574,2026-01-01,CUST2343,Patna,98080.92,1,1,Electronics
ORD100575,2025-09-20,CUST6654,Pune,15439.6,1,1,Electronics
ORD100576,2025-05-16,CUST8820,Kolkata,294353.64,1,1,Electronics
ORD100577,2025-06-18,CUST9181,Patna,2892.4,1,1,Electronics
ORD100578,2025-03-09,CUST8098,Patna,107775.6,1,1,Fashion
ORD100579,2025-04-19,CUST6006,Delhi,186072.9,1,1,Furniture
ORD100580,2025-06-20,CUST1094,Patna,211945.9,1,1,Electronics
ORD100581,2025-07-07,CUST1468,Kolkata,359775.2,1,1,Fashion
ORD100582,2025-12-29,CUST6704,Pune,104186.0,1,1,Fashion
ORD100583,2025-03-07,CUST1936,Delhi,130702.11,1,1,Electronics
ORD100584,2025-09-24,CUST8399,Mumbai,97826.15,1,1,Education
ORD100585,2025-02-08,CUST8075,Patna,38212.75,1,1,Fashion
ORD100586,2025-01-13,CUST8826,Gaya,154420.0,1,1,Electronics
ORD100587,2025-09-04,CUST9700,Kolkata,40148.6,1,1,Electronics
ORD100588,2025-03-20,CUST8600,Hyderabad,10884.12,1,1,Education
ORD100589,2025-12-17,CUST8513,Pune,228955.74,1,1,Electronics
ORD100590,2025-12-19,CUST8595,Mumbai,18229.0,1,1,Electronics
ORD100591,2025-06-27,CUST9489,Delhi,29313.46,1,1,Education
ORD100592,2025-08-08,CUST7226,Mumbai,3859.08,1,1,Electronics
ORD100593,2025-01-01,CUST1840,Kolkata,23787.6,1,1,Electronics
ORD100594,2025-08-06,CUST9449,Mumbai,23934.94,1,1,Fashion
ORD100595,2025-04-17,CUST3537,Pune,141646.92,1,1,Furniture
ORD100596,2025-10-12,CUST4041,Delhi,15515.24,1,1,Grocery
ORD100597,2025-05-06,CUST4417,Mumbai,6280.83,1,1,Electronics
ORD100598,2025-08-04,CUST4099,Delhi,208572.3,1,1,Fashion
ORD100599,2025-03-28,CUST3107,Kolkata,28766.56,1,1,Electronics
ORD100601,2025-04-02,CUST9111,Kolkata,153103.75,1,1,Fashion
ORD100602,2025-09-05,CUST8813,Bengaluru,350597.34,1,1,Electronics
ORD100603,2025-08-04,CUST7221,Gaya,15069.36,1,1,Electronics
ORD100604,2025-07-28,CUST5899,Gaya,23158.0,1,1,Electronics
ORD100605,2025-07-27,CUST4483,Patna,370228.72,1,1,Education
ORD100606,2025-02-20,CUST4438,Kolkata,29540.26,1,1,Furniture
ORD100607,2025-10-21,CUST9123,Mumbai,270574.5,1,1,Grocery
ORD100608,2025-07-22,CUST2364,Hyderabad,83149.52,1,1,Grocery
ORD100609,2025-02-20,CUST6314,Gaya,155811.12,1,1,Grocery
ORD100610,2025-11-23,CUST8128,Kolkata,17070.85,1,1,Electronics
ORD100611,2025-12-21,CUST8583,Delhi,35903.14,1,1,Electronics
ORD100612,2025-04-09,CUST4488,Kolkata,47539.35,1,1,Electronics
ORD100613,2025-06-01,CUST5178,Mumbai,109792.04,1,1,Education
ORD100614,2025-05-06,CUST9217,Delhi,22073.4,1,1,Education
ORD100615,2025-03-26,CUST4150,Delhi,359892.18,1,1,Education
ORD100616,2025-12-10,CUST3751,Bengaluru,69239.88,1,1,Fashion
ORD100617,2025-06-04,CUST1991,Kolkata,126402.03,1,1,Education
ORD100618,2025-07-14,CUST8124,Pune,87386.72,1,1,Fashion
ORD100619,2025-12-17,CUST6678,Kolkata,28362.94,1,1,Grocery
ORD100620,2025-10-11,CUST8268,Kolkata,115132.52,1,1,Fashion
ORD100621,2025-12-25,CUST1835,Gaya,64865.3,1,1,Furniture
ORD100622,2025-05-11,CUST3497,Patna,119906.32,1,1,Electronics
ORD100623,2025-02-13,CUST1452,Hyderabad,266207.48,1,1,Fashion
ORD100624,2025-06-21,CUST7416,Hyderabad,482551.9,1,1,Grocery
ORD100625,2025-06-19,CUST4137,Mumbai,251740.53,1,1,Electronics
ORD100626,2025-11-26,CUST8649,Gaya,420808.14,1,1,Grocery
ORD100627,2025-02-02,CUST7361,Hyderabad,142398.54,1,1,Electronics
ORD100628,2025-06-13,CUST9567,Delhi,33193.9,1,1,Fashion
ORD100629,2025-05-16,CUST6432,Mumbai,46021.88,1,1,Education
ORD100630,2025-03-12,CUST4934,Bengaluru,318588.55,1,1,Grocery
ORD100631,2025-09-04,CUST6845,Hyderabad,422321.22,1,1,Furniture
ORD100632,2025-03-02,CUST1252,Pune,112029.57,1,1,Fashion
ORD100633,2025-07-20,CUST1994,Patna,141759.6,1,1,Furniture
ORD100634,2025-03-13,CUST9488,Pune,58079.12,1,1,Fashion
ORD100635,2025-11-20,CUST9421,Patna,771.84,1,1,Furniture
ORD100636,2025-05-10,CUST4810,Kolkata,97167.28,1,1,Fashion
ORD100637,2025-03-10,CUST1106,Patna,51838.36,1,1,Grocery
ORD100638,2025-03-27,CUST9693,Bengaluru,97529.68,1,1,Grocery
ORD100639,2025-05-08,CUST3004,Pune,3971.35,1,1,Fashion
ORD100640,2025-10-13,CUST6421,Gaya,38696.65,1,1,Electronics
ORD100641,2025-06-14,CUST6345,Delhi,34302.92,1,1,Education
ORD100642,2025-10-19,CUST9384,Mumbai,20626.25,1,1,Grocery
ORD100643,2025-05-12,CUST9081,Mumbai,355910.49,1,1,Electronics
ORD100644,2025-09-18,CUST6589,Kolkata,70470.99,1,1,Furniture
ORD100645,2025-05-04,CUST7844,Patna,134060.64,1,1,Furniture
ORD100646,2025-08-29,CUST4673,Delhi,81396.85,1,1,Fashion
ORD100647,2025-12-14,CUST7504,Pune,106265.28,1,1,Electronics
ORD100648,2025-09-09,CUST6921,Patna,11206.86,1,1,Electronics
ORD100649,2025-01-06,CUST4109,Delhi,221067.8,1,1,Grocery
ORD100650,2025-09-22,CUST2181,Bengaluru,22401.12,1,1,Grocery
ORD100651,2025-01-31,CUST8708,Kolkata,192834.67,1,1,Electronics
ORD100652,2025-02-03,CUST7219,Pune,229527.7,1,1,Education
ORD100653,2025-04-21,CUST5516,Kolkata,211333.38,1,1,Grocery
ORD100654,2025-02-23,CUST9562,Mumbai,129925.28,1,1,Furniture
ORD100655,2025-08-01,CUST8347,Hyderabad,12255.87,1,1,Education
ORD100656,2025-07-09,CUST3567,Bengaluru,300593.16,1,1,Furniture
ORD100657,2025-12-01,CUST8110,Delhi,103074.8,1,1,Electronics
ORD100658,2025-10-14,CUST4584,Pune,462701.3,1,1,Fashion
ORD100659,2025-09-02,CUST4537,Gaya,167620.15,1,1,Education
ORD100660,2025-01-13,CUST5154,Mumbai,76131.68,1,1,Education
ORD100661,2025-09-13,CUST9614,Bengaluru,84656.2,1,1,Fashion
ORD100662,2025-09-17,CUST8300,Hyderabad,14491.62,1,1,Grocery
ORD100663,2025-07-20,CUST1673,Gaya,175604.15,1,1,Grocery
ORD100664,2025-07-07,CUST7016,Pune,184654.44,1,1,Furniture
ORD100665,2025-07-04,CUST2672,Pune,191186.12,1,1,Electronics
ORD100666,2025-12-15,CUST3237,Kolkata,270087.16,1,1,Grocery
ORD100667,2025-03-02,CUST2794,Mumbai,230210.46,1,1,Electronics
ORD100668,2025-03-22,CUST6684,Bengaluru,193199.4,1,1,Furniture
ORD100669,2025-07-12,CUST3321,Bengaluru,62003.61,1,1,Electronics
ORD100670,2025-08-13,CUST2904,Bengaluru,412680.6,1,1,Fashion
ORD100671,2025-07-16,CUST1681,Delhi,140328.85,1,1,Fashion
ORD100672,2025-12-22,CUST7863,Gaya,202154.0,1,1,Furniture
ORD100673,2025-05-26,CUST2218,Delhi,63231.28,1,1,Furniture
ORD100674,2025-01-16,CUST6288,Kolkata,17212.99,1,1,Electronics
ORD100676,2025-12-04,CUST1433,Mumbai,108470.6,1,1,Fashion
ORD100677,2025-07-21,CUST4997,Hyderabad,45063.04,1,1,Education
ORD100678,2025-08-01,CUST2827,Hyderabad,84805.75,1,1,Education
ORD100679,2025-05-30,CUST4559,Bengaluru,52501.23,1,1,Electronics
ORD100680,2025-07-04,CUST7093,Mumbai,237005.1,1,1,Furniture
ORD100681,2025-07-07,CUST8364,Hyderabad,85364.44,1,1,Electronics
ORD100682,2025-06-03,CUST3285,Mumbai,392423.76,1,1,Electronics
ORD100683,2025-04-02,CUST1104,Hyderabad,90746.36,1,1,Education
ORD100684,2025-02-08,CUST5155,Bengaluru,172543.0,1,1,Electronics
ORD100685,2025-10-24,CUST6082,Mumbai,151195.45,1,1,Electronics
ORD100686,2025-12-06,CUST3966,Hyderabad,120078.24,1,1,Furniture
ORD100687,2025-04-29,CUST2093,Mumbai,121791.05,1,1,Electronics
ORD100688,2025-12-31,CUST9957,Pune,99838.56,1,1,Furniture
ORD100689,2025-11-13,CUST3682,Kolkata,144829.17,1,1,Education
ORD100690,2025-02-07,CUST4110,Kolkata,360621.09,1,1,Grocery
ORD100691,2025-08-03,CUST2597,Kolkata,287434.35,1,1,Electronics
ORD100692,2025-02-22,CUST8390,Mumbai,285282.83,1,1,Electronics
ORD100693,2025-12-09,CUST4270,Kolkata,458774.9,1,1,Education
ORD100694,2025-06-22,CUST3138,Mumbai,104971.05,1,1,Grocery
ORD100695,2025-11-30,CUST4602,Pune,6430.22,1,1,Furniture
ORD100696,2025-11-11,CUST7631,Gaya,107745.36,1,1,Fashion
ORD100697,2025-04-18,CUST8708,Pune,265230.9,1,1,Electronics
ORD100698,2025-03-04,CUST7317,Delhi,124305.24,1,1,Education
ORD100699,2025-07-06,CUST2644,Pune,175457.4,1,1,Furniture
ORD100700,2025-05-20,CUST9674,Mumbai,106274.97,1,1,Electronics
ORD100701,2025-09-01,CUST3078,Gaya,76256.64,1,1,Grocery
ORD100702,2025-07-31,CUST8962,Kolkata,254006.73,1,1,Education
ORD100703,2025-01-18,CUST7236,Gaya,130323.36,1,1,Education
ORD100704,2025-08-18,CUST4420,Gaya,13705.83,1,1,Furniture
ORD100705,2025-05-14,CUST6621,Mumbai,34477.47,1,1,Education
ORD100706,2025-05-05,CUST8532,Delhi,69756.24,1,1,Furniture
ORD100707,2025-11-19,CUST6658,Patna,285180.93,1,1,Education
ORD100708,2025-10-06,CUST4742,Kolkata,74556.42,1,1,Electronics
ORD100709,2025-04-23,CUST2744,Bengaluru,76084.8,1,1,Electronics
ORD100710,2025-05-24,CUST6870,Hyderabad,70818.68,1,1,Grocery
ORD100711,2025-01-07,CUST1175,Gaya,113673.3,1,1,Fashion
ORD100712,2025-09-04,CUST3745,Hyderabad,217666.56,1,1,Electronics
ORD100713,2025-12-14,CUST6638,Bengaluru,167313.48,1,1,Fashion
ORD100714,2025-05-05,CUST4037,Kolkata,470798.6,1,1,Electronics
ORD100715,2025-01-06,CUST8877,Kolkata,60403.62,1,1,Education
ORD100716,2025-02-08,CUST6096,Patna,197341.68,1,1,Fashion
ORD100717,2025-02-24,CUST7371,Bengaluru,39342.98,1,1,Electronics
ORD100718,2025-02-27,CUST4532,Pune,210571.1,1,1,Fashion
ORD100719,2025-09-13,CUST6697,Pune,75059.95,1,1,Furniture
ORD100721,2025-09-14,CUST7615,Patna,163012.74,1,1,Grocery
ORD100722,2025-08-13,CUST8431,Delhi,220973.34,1,1,Grocery
ORD100723,2025-11-28,CUST8657,Delhi,444016.4,1,1,Electronics
ORD100724,2025-01-28,CUST6762,Delhi,10934.02,1,1,Grocery
ORD100725,2025-10-10,CUST5477,Kolkata,284448.64,1,1,Electronics
ORD100726,2025-07-06,CUST8338,Pune,188413.61,1,1,Fashion
ORD100727,2025-09-29,CUST3850,Kolkata,122047.5,1,1,Furniture
ORD100728,2025-10-11,CUST8017,Patna,196003.1,1,1,Furniture
ORD100729,2025-07-30,CUST5295,Kolkata,120358.95,1,1,Education
ORD100730,2025-01-05,CUST4553,Kolkata,165937.8,1,1,Furniture
ORD100731,2025-06-30,CUST1269,Gaya,80421.12,1,1,Education
ORD100732,2025-01-09,CUST6578,Hyderabad,19202.88,1,1,Fashion
ORD100733,2025-02-13,CUST2832,Pune,162512.76,1,1,Furniture
ORD100734,2025-03-07,CUST8314,Gaya,73387.62,1,1,Furniture
ORD100735,2025-01-27,CUST7026,Bengaluru,152156.34,1,1,Grocery
ORD100736,2025-09-23,CUST2793,Gaya,115263.96,1,1,Electronics
ORD100737,2025-02-27,CUST7522,Kolkata,2070.65,1,1,Grocery
ORD100738,2025-12-29,CUST1987,Kolkata,58568.76,1,1,Electronics
ORD100739,2025-12-17,CUST9414,Hyderabad,77138.4,1,1,Grocery
ORD100740,2025-07-13,CUST2589,Delhi,84392.92,1,1,Electronics
ORD100741,2025-09-30,CUST8851,Kolkata,3753.78,1,1,Furniture
ORD100742,2025-10-31,CUST4103,Pune,63588.21,1,1,Grocery
ORD100743,2025-03-09,CUST2138,Gaya,137878.74,1,1,Grocery
ORD100744,2025-09-11,CUST9645,Pune,69539.12,1,1,Furniture
ORD100745,2025-11-27,CUST5624,Patna,319922.96,1,1,Electronics
